Gene stable ID	Transcript stable ID	GO term accession	GO term name	UniProtKB/Swiss-Prot ID
ATCG00490	ATCG00490.1	GO:0010287	plastoglobule	O03042
ATCG00490	ATCG00490.1	GO:0046686	response to cadmium ion	O03042
ATCG00490	ATCG00490.1	GO:0022626	cytosolic ribosome	O03042
ATCG00490	ATCG00490.1	GO:0009941	chloroplast envelope	O03042
ATCG00490	ATCG00490.1	GO:0009570	chloroplast stroma	O03042
ATCG00490	ATCG00490.1	GO:0046872	metal ion binding	O03042
ATCG00490	ATCG00490.1	GO:0004497	monooxygenase activity	O03042
ATCG00490	ATCG00490.1	GO:0016491	oxidoreductase activity	O03042
ATCG00490	ATCG00490.1	GO:0016829	lyase activity	O03042
ATCG00490	ATCG00490.1	GO:0016984	ribulose-bisphosphate carboxylase activity	O03042
ATCG00490	ATCG00490.1	GO:0015977	carbon fixation	O03042
ATCG00490	ATCG00490.1	GO:0015979	photosynthesis	O03042
ATCG00490	ATCG00490.1	GO:0055114	oxidation-reduction process	O03042
ATCG00490	ATCG00490.1	GO:0009507	chloroplast	O03042
ATCG00490	ATCG00490.1	GO:0009536	plastid	O03042
ATCG00490	ATCG00490.1	GO:0000287	magnesium ion binding	O03042
ATCG00490	ATCG00490.1	GO:0009507	chloroplast	O03042
ATCG00490	ATCG00490.1	GO:0009507	chloroplast	O03042
ATCG00490	ATCG00490.1	GO:0009535	chloroplast thylakoid membrane	O03042
ATCG00490	ATCG00490.1	GO:0009536	plastid	O03042
ATCG00490	ATCG00490.1	GO:0009579	thylakoid	O03042
ATCG00490	ATCG00490.1	GO:0009737	response to abscisic acid	O03042
ATCG00490	ATCG00490.1	GO:0048046	apoplast	O03042
ATCG00490	ATCG00490.1	GO:0005618	cell wall	O03042
ATCG00490	ATCG00490.1	GO:0005515	protein binding	O03042
ATCG00490	ATCG00490.1	GO:0016020	membrane	O03042
AT1G08960	AT1G08960.1	GO:0034399	nuclear periphery	O04034
AT1G08960	AT1G08960.1	GO:0035725	sodium ion transmembrane transport	O04034
AT1G08960	AT1G08960.1	GO:0005886	plasma membrane	O04034
AT1G08960	AT1G08960.1	GO:0016020	membrane	O04034
AT1G08960	AT1G08960.1	GO:0016021	integral component of membrane	O04034
AT1G08960	AT1G08960.1	GO:0055085	transmembrane transport	O04034
AT1G08960	AT1G08960.1	GO:0006811	ion transport	O04034
AT1G08960	AT1G08960.1	GO:0006813	potassium ion transport	O04034
AT1G08960	AT1G08960.1	GO:0005886	plasma membrane	O04034
AT1G08960	AT1G08960.1	GO:0015297	antiporter activity	O04034
AT1G08960	AT1G08960.1	GO:0006814	sodium ion transport	O04034
AT1G08960	AT1G08960.1	GO:0015079	potassium ion transmembrane transporter activity	O04034
AT1G08960	AT1G08960.1	GO:0015081	sodium ion transmembrane transporter activity	O04034
AT1G08960	AT1G08960.1	GO:0006814	sodium ion transport	O04034
AT1G08960	AT1G08960.1	GO:0071805	potassium ion transmembrane transport	O04034
AT3G16430	AT3G16430.2	GO:0030246	carbohydrate binding	O04313
AT3G16430	AT3G16430.2	GO:0005829	cytosol	O04313
AT3G16430	AT3G16430.2	GO:0005507	copper ion binding	O04313
AT3G16430	AT3G16430.1	GO:0030246	carbohydrate binding	O04313
AT3G16430	AT3G16430.1	GO:0005829	cytosol	O04313
AT3G16430	AT3G16430.1	GO:0005507	copper ion binding	O04313
AT3G16380	AT3G16380.1	GO:0008266	poly(U) RNA binding	O04319
AT3G16380	AT3G16380.1	GO:0003730	mRNA 3'-UTR binding	O04319
AT3G16380	AT3G16380.1	GO:0008143	poly(A) binding	O04319
AT3G16380	AT3G16380.1	GO:0003676	nucleic acid binding	O04319
AT3G16380	AT3G16380.1	GO:0005634	nucleus	O04319
AT3G16380	AT3G16380.1	GO:0003723	RNA binding	O04319
AT3G16380	AT3G16380.1	GO:0005737	cytoplasm	O04319
AT3G16380	AT3G16380.1	GO:0005737	cytoplasm	O04319
AT3G16380	AT3G16380.1	GO:0005634	nucleus	O04319
AT3G16380	AT3G16380.1	GO:0005829	cytosol	O04319
AT3G16380	AT3G16380.1	GO:0003723	RNA binding	O04319
AT3G16380	AT3G16380.1	GO:0006417	regulation of translation	O04319
AT3G16380	AT3G16380.1	GO:0006413	translational initiation	O04319
AT3G16380	AT3G16380.1	GO:0016071	mRNA metabolic process	O04319
AT3G16380	AT3G16380.1	GO:1990904	ribonucleoprotein complex	O04319
ATMG00285	ATMG00285.1	GO:0016020	membrane	O05000
ATMG00285	ATMG00285.1	GO:0016021	integral component of membrane	O05000
ATMG00285	ATMG00285.1	GO:0055114	oxidation-reduction process	O05000
ATMG00285	ATMG00285.1	GO:0005739	mitochondrion	O05000
ATMG00285	ATMG00285.1	GO:0008137	NADH dehydrogenase (ubiquinone) activity	O05000
ATMG00285	ATMG00285.1	GO:0042773	ATP synthesis coupled electron transport	O05000
ATMG00285	ATMG00285.1	GO:0005743	mitochondrial inner membrane	O05000
ATMG00285	ATMG00285.1	GO:0070469	respirasome	O05000
AT2G07689	AT2G07689.1	GO:0016020	membrane	O05000
AT2G07689	AT2G07689.1	GO:0016021	integral component of membrane	O05000
AT2G07689	AT2G07689.1	GO:0055114	oxidation-reduction process	O05000
AT2G07689	AT2G07689.1	GO:0005739	mitochondrion	O05000
AT2G07689	AT2G07689.1	GO:0008137	NADH dehydrogenase (ubiquinone) activity	O05000
AT2G07689	AT2G07689.1	GO:0042773	ATP synthesis coupled electron transport	O05000
AT2G07689	AT2G07689.1	GO:0005743	mitochondrial inner membrane	O05000
AT2G07689	AT2G07689.1	GO:0070469	respirasome	O05000
AT2G07689	AT2G07689.1	GO:0016020	membrane	O05000
AT4G00810	AT4G00810.2	GO:0030295	protein kinase activator activity	O23095
AT4G00810	AT4G00810.2	GO:0043021	ribonucleoprotein complex binding	O23095
AT4G00810	AT4G00810.2	GO:0002181	cytoplasmic translation	O23095
AT4G00810	AT4G00810.2	GO:0022626	cytosolic ribosome	O23095
AT4G00810	AT4G00810.2	GO:0003735	structural constituent of ribosome	O23095
AT4G00810	AT4G00810.2	GO:0005840	ribosome	O23095
AT4G00810	AT4G00810.2	GO:0005634	nucleus	O23095
AT4G00810	AT4G00810.2	GO:0005829	cytosol	O23095
AT4G00810	AT4G00810.2	GO:0005829	cytosol	O23095
AT4G00810	AT4G00810.2	GO:0006414	translational elongation	O23095
AT4G00810	AT4G00810.2	GO:0003735	structural constituent of ribosome	O23095
AT4G00810	AT4G00810.2	GO:0003735	structural constituent of ribosome	O23095
AT4G00810	AT4G00810.2	GO:0022625	cytosolic large ribosomal subunit	O23095
AT4G00810	AT4G00810.2	GO:0032147	activation of protein kinase activity	O23095
AT4G00810	AT4G00810.1	GO:0030295	protein kinase activator activity	O23095
AT4G00810	AT4G00810.1	GO:0043021	ribonucleoprotein complex binding	O23095
AT4G00810	AT4G00810.1	GO:0002181	cytoplasmic translation	O23095
AT4G00810	AT4G00810.1	GO:0022626	cytosolic ribosome	O23095
AT4G00810	AT4G00810.1	GO:0003735	structural constituent of ribosome	O23095
AT4G00810	AT4G00810.1	GO:0005840	ribosome	O23095
AT4G00810	AT4G00810.1	GO:0005634	nucleus	O23095
AT4G00810	AT4G00810.1	GO:0005829	cytosol	O23095
AT4G00810	AT4G00810.1	GO:0005829	cytosol	O23095
AT4G00810	AT4G00810.1	GO:0006414	translational elongation	O23095
AT4G00810	AT4G00810.1	GO:0003735	structural constituent of ribosome	O23095
AT4G00810	AT4G00810.1	GO:0003735	structural constituent of ribosome	O23095
AT4G00810	AT4G00810.1	GO:0022625	cytosolic large ribosomal subunit	O23095
AT4G00810	AT4G00810.1	GO:0032147	activation of protein kinase activity	O23095
AT4G17770	AT4G17770.2	GO:0016757	transferase activity, transferring glycosyl groups	O23617
AT4G17770	AT4G17770.2	GO:0016740	transferase activity	O23617
AT4G17770	AT4G17770.2	GO:0003824	catalytic activity	O23617
AT4G17770	AT4G17770.2	GO:0005992	trehalose biosynthetic process	O23617
AT4G17770	AT4G17770.2	GO:0016787	hydrolase activity	O23617
AT4G17770	AT4G17770.2	GO:0016311	dephosphorylation	O23617
AT4G17770	AT4G17770.2	GO:0004805	trehalose-phosphatase activity	O23617
AT4G17770	AT4G17770.2	GO:0005737	cytoplasm	O23617
AT4G17770	AT4G17770.2	GO:0005829	cytosol	O23617
AT4G17770	AT4G17770.2	GO:0005992	trehalose biosynthetic process	O23617
AT4G17770	AT4G17770.2	GO:0070413	trehalose metabolism in response to stress	O23617
AT4G17770	AT4G17770.1	GO:0016757	transferase activity, transferring glycosyl groups	O23617
AT4G17770	AT4G17770.1	GO:0016740	transferase activity	O23617
AT4G17770	AT4G17770.1	GO:0003824	catalytic activity	O23617
AT4G17770	AT4G17770.1	GO:0005992	trehalose biosynthetic process	O23617
AT4G17770	AT4G17770.1	GO:0016311	dephosphorylation	O23617
AT4G17770	AT4G17770.1	GO:0005737	cytoplasm	O23617
AT4G17770	AT4G17770.1	GO:0005829	cytosol	O23617
AT4G17770	AT4G17770.1	GO:0005992	trehalose biosynthetic process	O23617
AT4G17770	AT4G17770.1	GO:0070413	trehalose metabolism in response to stress	O23617
AT1G03630	AT1G03630.1	GO:0003959	NADPH dehydrogenase activity	O48741
AT1G03630	AT1G03630.1	GO:0031969	chloroplast membrane	O48741
AT1G03630	AT1G03630.1	GO:0009941	chloroplast envelope	O48741
AT1G03630	AT1G03630.1	GO:0009534	chloroplast thylakoid	O48741
AT1G03630	AT1G03630.1	GO:0016020	membrane	O48741
AT1G03630	AT1G03630.1	GO:0016491	oxidoreductase activity	O48741
AT1G03630	AT1G03630.1	GO:0015979	photosynthesis	O48741
AT1G03630	AT1G03630.1	GO:0055114	oxidation-reduction process	O48741
AT1G03630	AT1G03630.1	GO:0009507	chloroplast	O48741
AT1G03630	AT1G03630.1	GO:0009536	plastid	O48741
AT1G03630	AT1G03630.1	GO:0009507	chloroplast	O48741
AT1G03630	AT1G03630.1	GO:0009507	chloroplast	O48741
AT1G03630	AT1G03630.1	GO:0009535	chloroplast thylakoid membrane	O48741
AT1G03630	AT1G03630.1	GO:0015995	chlorophyll biosynthetic process	O48741
AT1G03630	AT1G03630.1	GO:0016630	protochlorophyllide reductase activity	O48741
AT1G03630	AT1G03630.1	GO:0005576	extracellular region	O48741
AT4G19530	AT4G19530.2	GO:0009870	defense response signaling pathway, resistance gene-dependent	O49471
AT4G19530	AT4G19530.2	GO:0000166	nucleotide binding	O49471
AT4G19530	AT4G19530.2	GO:0005524	ATP binding	O49471
AT4G19530	AT4G19530.2	GO:0016787	hydrolase activity	O49471
AT4G19530	AT4G19530.2	GO:0043531	ADP binding	O49471
AT4G19530	AT4G19530.2	GO:0007165	signal transduction	O49471
AT4G19530	AT4G19530.2	GO:0006952	defense response	O49471
AT4G19530	AT4G19530.2	GO:0005515	protein binding	O49471
AT4G19530	AT4G19530.2	GO:0050135	NAD(P)+ nucleosidase activity	O49471
AT4G19530	AT4G19530.2	GO:0061809	NAD+ nucleotidase, cyclic ADP-ribose generating	O49471
AT5G17920	AT5G17920.1	GO:0008705	methionine synthase activity	O50008
AT5G17920	AT5G17920.1	GO:0010043	response to zinc ion	O50008
AT5G17920	AT5G17920.1	GO:0009506	plasmodesma	O50008
AT5G17920	AT5G17920.1	GO:0046686	response to cadmium ion	O50008
AT5G17920	AT5G17920.1	GO:0009570	chloroplast stroma	O50008
AT5G17920	AT5G17920.1	GO:0016740	transferase activity	O50008
AT5G17920	AT5G17920.1	GO:0046872	metal ion binding	O50008
AT5G17920	AT5G17920.1	GO:0008270	zinc ion binding	O50008
AT5G17920	AT5G17920.1	GO:0008168	methyltransferase activity	O50008
AT5G17920	AT5G17920.1	GO:0032259	methylation	O50008
AT5G17920	AT5G17920.1	GO:0005829	cytosol	O50008
AT5G17920	AT5G17920.1	GO:0005829	cytosol	O50008
AT5G17920	AT5G17920.1	GO:0009507	chloroplast	O50008
AT5G17920	AT5G17920.1	GO:0008652	cellular amino acid biosynthetic process	O50008
AT5G17920	AT5G17920.1	GO:0005777	peroxisome	O50008
AT5G17920	AT5G17920.1	GO:0005886	plasma membrane	O50008
AT5G17920	AT5G17920.1	GO:0005737	cytoplasm	O50008
AT5G17920	AT5G17920.1	GO:0005507	copper ion binding	O50008
AT5G17920	AT5G17920.1	GO:0005515	protein binding	O50008
AT5G17920	AT5G17920.1	GO:0009086	methionine biosynthetic process	O50008
AT5G17920	AT5G17920.1	GO:0005774	vacuolar membrane	O50008
AT5G17920	AT5G17920.1	GO:0008270	zinc ion binding	O50008
AT5G17920	AT5G17920.1	GO:0048046	apoplast	O50008
AT5G17920	AT5G17920.1	GO:0003871	5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase activity	O50008
AT5G17920	AT5G17920.1	GO:0005829	cytosol	O50008
AT5G17920	AT5G17920.1	GO:0005829	cytosol	O50008
AT5G17920	AT5G17920.1	GO:0005576	extracellular region	O50008
AT5G17920	AT5G17920.1	GO:0016020	membrane	O50008
AT5G17920	AT5G17920.1	GO:0009651	response to salt stress	O50008
AT5G17920	AT5G17920.1	GO:0008705	methionine synthase activity	O50008
AT5G17920	AT5G17920.1	GO:0009086	methionine biosynthetic process	O50008
AT5G17920	AT5G17920.2	GO:0008705	methionine synthase activity	O50008
AT5G17920	AT5G17920.2	GO:0010043	response to zinc ion	O50008
AT5G17920	AT5G17920.2	GO:0009506	plasmodesma	O50008
AT5G17920	AT5G17920.2	GO:0046686	response to cadmium ion	O50008
AT5G17920	AT5G17920.2	GO:0009570	chloroplast stroma	O50008
AT5G17920	AT5G17920.2	GO:0016740	transferase activity	O50008
AT5G17920	AT5G17920.2	GO:0046872	metal ion binding	O50008
AT5G17920	AT5G17920.2	GO:0008270	zinc ion binding	O50008
AT5G17920	AT5G17920.2	GO:0008168	methyltransferase activity	O50008
AT5G17920	AT5G17920.2	GO:0032259	methylation	O50008
AT5G17920	AT5G17920.2	GO:0005829	cytosol	O50008
AT5G17920	AT5G17920.2	GO:0005829	cytosol	O50008
AT5G17920	AT5G17920.2	GO:0009507	chloroplast	O50008
AT5G17920	AT5G17920.2	GO:0008652	cellular amino acid biosynthetic process	O50008
AT5G17920	AT5G17920.2	GO:0005777	peroxisome	O50008
AT5G17920	AT5G17920.2	GO:0005886	plasma membrane	O50008
AT5G17920	AT5G17920.2	GO:0005737	cytoplasm	O50008
AT5G17920	AT5G17920.2	GO:0005507	copper ion binding	O50008
AT5G17920	AT5G17920.2	GO:0005515	protein binding	O50008
AT5G17920	AT5G17920.2	GO:0009086	methionine biosynthetic process	O50008
AT5G17920	AT5G17920.2	GO:0005774	vacuolar membrane	O50008
AT5G17920	AT5G17920.2	GO:0008270	zinc ion binding	O50008
AT5G17920	AT5G17920.2	GO:0048046	apoplast	O50008
AT5G17920	AT5G17920.2	GO:0003871	5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase activity	O50008
AT5G17920	AT5G17920.2	GO:0005829	cytosol	O50008
AT5G17920	AT5G17920.2	GO:0005829	cytosol	O50008
AT5G17920	AT5G17920.2	GO:0005576	extracellular region	O50008
AT5G17920	AT5G17920.2	GO:0016020	membrane	O50008
AT5G17920	AT5G17920.2	GO:0009651	response to salt stress	O50008
AT5G17920	AT5G17920.2	GO:0008705	methionine synthase activity	O50008
AT5G17920	AT5G17920.2	GO:0009086	methionine biosynthetic process	O50008
AT2G34960	AT2G34960.1	GO:0015189	L-lysine transmembrane transporter activity	O64759
AT2G34960	AT2G34960.1	GO:0005313	L-glutamate transmembrane transporter activity	O64759
AT2G34960	AT2G34960.1	GO:1903401	L-lysine transmembrane transport	O64759
AT2G34960	AT2G34960.1	GO:0005886	plasma membrane	O64759
AT2G34960	AT2G34960.1	GO:0016020	membrane	O64759
AT2G34960	AT2G34960.1	GO:0016021	integral component of membrane	O64759
AT2G34960	AT2G34960.1	GO:0022857	transmembrane transporter activity	O64759
AT2G34960	AT2G34960.1	GO:0055085	transmembrane transport	O64759
AT2G34960	AT2G34960.1	GO:0005886	plasma membrane	O64759
AT2G34960	AT2G34960.1	GO:0006865	amino acid transport	O64759
AT2G34960	AT2G34960.1	GO:0015813	L-glutamate transmembrane transport	O64759
AT2G34960	AT2G34960.1	GO:0051938	L-glutamate import	O64759
AT1G61400	AT1G61400.1	GO:0016740	transferase activity	O64780
AT1G61400	AT1G61400.1	GO:0005886	plasma membrane	O64780
AT1G61400	AT1G61400.1	GO:0016020	membrane	O64780
AT1G61400	AT1G61400.1	GO:0016021	integral component of membrane	O64780
AT1G61400	AT1G61400.1	GO:0000166	nucleotide binding	O64780
AT1G61400	AT1G61400.1	GO:0005524	ATP binding	O64780
AT1G61400	AT1G61400.1	GO:0016301	kinase activity	O64780
AT1G61400	AT1G61400.1	GO:0016310	phosphorylation	O64780
AT1G61400	AT1G61400.1	GO:0004672	protein kinase activity	O64780
AT1G61400	AT1G61400.1	GO:0006468	protein phosphorylation	O64780
AT1G61400	AT1G61400.1	GO:0004674	protein serine/threonine kinase activity	O64780
AT1G61400	AT1G61400.1	GO:0004674	protein serine/threonine kinase activity	O64780
AT1G61400	AT1G61400.1	GO:0030246	carbohydrate binding	O64780
AT1G61400	AT1G61400.1	GO:0048544	recognition of pollen	O64780
AT1G61400	AT1G61400.1	GO:0005516	calmodulin binding	O64780
AT1G61400	AT1G61400.1	GO:0004674	protein serine/threonine kinase activity	O64780
AT1G61400	AT1G61400.1	GO:0005886	plasma membrane	O64780
AT1G61400	AT1G61400.1	GO:0006468	protein phosphorylation	O64780
AT1G61400	AT1G61400.1	GO:0045087	innate immune response	O64780
AT2G23510	AT2G23510.1	GO:0016740	transferase activity	O80467
AT2G23510	AT2G23510.1	GO:0016746	transferase activity, transferring acyl groups	O80467
AT2G23510	AT2G23510.1	GO:0016747	transferase activity, transferring acyl groups other than amino-acyl groups	O80467
AT2G23510	AT2G23510.1	GO:0006596	polyamine biosynthetic process	O80467
AT2G23510	AT2G23510.1	GO:0016410	N-acyltransferase activity	O80467
AT2G23510	AT2G23510.1	GO:0080072	spermidine:sinapoyl CoA N-acyltransferase activity	O80467
AT2G23510	AT2G23510.1	GO:0080089	sinapoyl spermidine:sinapoyl CoA N-acyltransferase activity	O80467
AT2G23510	AT2G23510.1	GO:0008216	spermidine metabolic process	O80467
AT2G23590	AT2G23590.1	GO:0080032	methyl jasmonate esterase activity	O80475
AT2G23590	AT2G23590.1	GO:0080031	methyl salicylate esterase activity	O80475
AT2G23590	AT2G23590.1	GO:0080030	methyl indole-3-acetate esterase activity	O80475
AT2G23590	AT2G23590.1	GO:0009696	salicylic acid metabolic process	O80475
AT2G23590	AT2G23590.1	GO:0016787	hydrolase activity	O80475
AT2G23590	AT2G23590.1	GO:0016787	hydrolase activity	O80475
AT2G23590	AT2G23590.1	GO:0016788	hydrolase activity, acting on ester bonds	O80475
AT2G23590	AT2G23590.1	GO:0009694	jasmonic acid metabolic process	O80475
AT2G38460	AT2G38460.6	GO:0016020	membrane	O80905
AT2G38460	AT2G38460.6	GO:0016021	integral component of membrane	O80905
AT2G38460	AT2G38460.6	GO:0006811	ion transport	O80905
AT2G38460	AT2G38460.6	GO:0005886	plasma membrane	O80905
AT2G38460	AT2G38460.6	GO:0005381	iron ion transmembrane transporter activity	O80905
AT2G38460	AT2G38460.6	GO:0034755	iron ion transmembrane transport	O80905
AT2G38460	AT2G38460.6	GO:0006824	cobalt ion transport	O80905
AT2G38460	AT2G38460.6	GO:0006826	iron ion transport	O80905
AT2G38460	AT2G38460.1	GO:0016020	membrane	O80905
AT2G38460	AT2G38460.1	GO:0016021	integral component of membrane	O80905
AT2G38460	AT2G38460.1	GO:0006811	ion transport	O80905
AT2G38460	AT2G38460.1	GO:0005886	plasma membrane	O80905
AT2G38460	AT2G38460.1	GO:0005381	iron ion transmembrane transporter activity	O80905
AT2G38460	AT2G38460.1	GO:0034755	iron ion transmembrane transport	O80905
AT2G38460	AT2G38460.1	GO:0006824	cobalt ion transport	O80905
AT2G38460	AT2G38460.1	GO:0006826	iron ion transport	O80905
AT2G38460	AT2G38460.4	GO:0016020	membrane	O80905
AT2G38460	AT2G38460.4	GO:0016021	integral component of membrane	O80905
AT2G38460	AT2G38460.4	GO:0006811	ion transport	O80905
AT2G38460	AT2G38460.4	GO:0005886	plasma membrane	O80905
AT2G38460	AT2G38460.4	GO:0005381	iron ion transmembrane transporter activity	O80905
AT2G38460	AT2G38460.4	GO:0034755	iron ion transmembrane transport	O80905
AT2G38460	AT2G38460.4	GO:0006824	cobalt ion transport	O80905
AT2G38460	AT2G38460.4	GO:0006826	iron ion transport	O80905
AT2G38460	AT2G38460.7	GO:0016020	membrane	O80905
AT2G38460	AT2G38460.7	GO:0016021	integral component of membrane	O80905
AT2G38460	AT2G38460.7	GO:0006811	ion transport	O80905
AT2G38460	AT2G38460.7	GO:0005886	plasma membrane	O80905
AT2G38460	AT2G38460.7	GO:0005381	iron ion transmembrane transporter activity	O80905
AT2G38460	AT2G38460.7	GO:0034755	iron ion transmembrane transport	O80905
AT2G38460	AT2G38460.7	GO:0006824	cobalt ion transport	O80905
AT2G38460	AT2G38460.7	GO:0006826	iron ion transport	O80905
AT2G38460	AT2G38460.8	GO:0016020	membrane	O80905
AT2G38460	AT2G38460.8	GO:0016021	integral component of membrane	O80905
AT2G38460	AT2G38460.8	GO:0006811	ion transport	O80905
AT2G38460	AT2G38460.8	GO:0005886	plasma membrane	O80905
AT2G38460	AT2G38460.8	GO:0005381	iron ion transmembrane transporter activity	O80905
AT2G38460	AT2G38460.8	GO:0034755	iron ion transmembrane transport	O80905
AT2G38460	AT2G38460.8	GO:0006824	cobalt ion transport	O80905
AT2G38460	AT2G38460.8	GO:0006826	iron ion transport	O80905
AT2G38460	AT2G38460.3	GO:0016020	membrane	O80905
AT2G38460	AT2G38460.3	GO:0016021	integral component of membrane	O80905
AT2G38460	AT2G38460.3	GO:0006811	ion transport	O80905
AT2G38460	AT2G38460.3	GO:0005886	plasma membrane	O80905
AT2G38460	AT2G38460.3	GO:0005381	iron ion transmembrane transporter activity	O80905
AT2G38460	AT2G38460.3	GO:0034755	iron ion transmembrane transport	O80905
AT2G38460	AT2G38460.3	GO:0006824	cobalt ion transport	O80905
AT2G38460	AT2G38460.3	GO:0006826	iron ion transport	O80905
AT2G25070	AT2G25070.2	GO:0046872	metal ion binding	O81716
AT2G25070	AT2G25070.2	GO:0003824	catalytic activity	O81716
AT2G25070	AT2G25070.2	GO:0016787	hydrolase activity	O81716
AT2G25070	AT2G25070.2	GO:0005886	plasma membrane	O81716
AT2G25070	AT2G25070.2	GO:0004721	phosphoprotein phosphatase activity	O81716
AT2G25070	AT2G25070.2	GO:0004722	protein serine/threonine phosphatase activity	O81716
AT2G25070	AT2G25070.2	GO:0043169	cation binding	O81716
AT2G25070	AT2G25070.2	GO:0006470	protein dephosphorylation	O81716
AT2G25070	AT2G25070.2	GO:0005773	vacuole	O81716
AT2G25070	AT2G25070.2	GO:0009737	response to abscisic acid	O81716
AT2G25070	AT2G25070.2	GO:0004722	protein serine/threonine phosphatase activity	O81716
AT2G25070	AT2G25070.2	GO:0004724	magnesium-dependent protein serine/threonine phosphatase activity	O81716
AT2G25070	AT2G25070.1	GO:0046872	metal ion binding	O81716
AT2G25070	AT2G25070.1	GO:0003824	catalytic activity	O81716
AT2G25070	AT2G25070.1	GO:0016787	hydrolase activity	O81716
AT2G25070	AT2G25070.1	GO:0005886	plasma membrane	O81716
AT2G25070	AT2G25070.1	GO:0004721	phosphoprotein phosphatase activity	O81716
AT2G25070	AT2G25070.1	GO:0004722	protein serine/threonine phosphatase activity	O81716
AT2G25070	AT2G25070.1	GO:0043169	cation binding	O81716
AT2G25070	AT2G25070.1	GO:0006470	protein dephosphorylation	O81716
AT2G25070	AT2G25070.1	GO:0005773	vacuole	O81716
AT2G25070	AT2G25070.1	GO:0009737	response to abscisic acid	O81716
AT2G25070	AT2G25070.1	GO:0004722	protein serine/threonine phosphatase activity	O81716
AT2G25070	AT2G25070.1	GO:0004724	magnesium-dependent protein serine/threonine phosphatase activity	O81716
AT2G29830	AT2G29830.1	GO:0005515	protein binding	O82394
AT5G42905	AT5G42905.1	GO:0005575	cellular_component	P0C2F6
AT5G42905	AT5G42905.1	GO:0006278	RNA-dependent DNA biosynthetic process	P0C2F6
AT5G42905	AT5G42905.1	GO:0003676	nucleic acid binding	P0C2F6
AT5G42905	AT5G42905.1	GO:0016740	transferase activity	P0C2F6
AT5G42905	AT5G42905.1	GO:0046872	metal ion binding	P0C2F6
AT5G42905	AT5G42905.1	GO:0016787	hydrolase activity	P0C2F6
AT5G42905	AT5G42905.1	GO:0008270	zinc ion binding	P0C2F6
AT5G42905	AT5G42905.1	GO:0004523	RNA-DNA hybrid ribonuclease activity	P0C2F6
AT5G42905	AT5G42905.1	GO:0090502	RNA phosphodiester bond hydrolysis, endonucleolytic	P0C2F6
AT5G42905	AT5G42905.1	GO:0090305	nucleic acid phosphodiester bond hydrolysis	P0C2F6
AT5G42905	AT5G42905.1	GO:0004518	nuclease activity	P0C2F6
AT5G42905	AT5G42905.1	GO:0004519	endonuclease activity	P0C2F6
AT5G42905	AT5G42905.1	GO:0003964	RNA-directed DNA polymerase activity	P0C2F6
ATCG00480	ATCG00480.1	GO:0031977	thylakoid lumen	P19366
ATCG00480	ATCG00480.1	GO:0010319	stromule	P19366
ATCG00480	ATCG00480.1	GO:0010287	plastoglobule	P19366
ATCG00480	ATCG00480.1	GO:0009817	defense response to fungus, incompatible interaction	P19366
ATCG00480	ATCG00480.1	GO:0009409	response to cold	P19366
ATCG00480	ATCG00480.1	GO:0009570	chloroplast stroma	P19366
ATCG00480	ATCG00480.1	GO:0009534	chloroplast thylakoid	P19366
ATCG00480	ATCG00480.1	GO:1902600	proton transmembrane transport	P19366
ATCG00480	ATCG00480.1	GO:0016020	membrane	P19366
ATCG00480	ATCG00480.1	GO:0009507	chloroplast	P19366
ATCG00480	ATCG00480.1	GO:0009536	plastid	P19366
ATCG00480	ATCG00480.1	GO:0000166	nucleotide binding	P19366
ATCG00480	ATCG00480.1	GO:0005524	ATP binding	P19366
