Gene stable ID	Transcript stable ID	GO term accession	GO term name	RefSeq peptide ID
AT2G07675	AT2G07675.1	GO:0005840	ribosome	NP_178773.1
AT2G07675	AT2G07675.1	GO:0015935	small ribosomal subunit	NP_178773.1
AT2G07696	AT2G07696.1	GO:0000028	ribosomal small subunit assembly	NP_178787.1
AT2G07696	AT2G07696.1	GO:0003729	mRNA binding	NP_178787.1
AT2G07696	AT2G07696.1	GO:0003735	structural constituent of ribosome	NP_178787.1
AT2G07696	AT2G07696.1	GO:0006412	translation	NP_178787.1
AT2G07696	AT2G07696.1	GO:0005739	mitochondrion	NP_178787.1
AT2G07696	AT2G07696.1	GO:0005840	ribosome	NP_178787.1
AT2G07696	AT2G07696.1	GO:0003723	RNA binding	NP_178787.1
AT2G07696	AT2G07696.1	GO:0019843	rRNA binding	NP_178787.1
AT2G07696	AT2G07696.1	GO:0005763	mitochondrial small ribosomal subunit	NP_178787.1
AT2G07696	AT2G07696.1	GO:0015935	small ribosomal subunit	NP_178787.1
ATMG01270	ATMG01270.1	GO:0000028	ribosomal small subunit assembly	NP_178787.1
ATMG01270	ATMG01270.1	GO:0003729	mRNA binding	NP_178787.1
ATMG01270	ATMG01270.1	GO:0003735	structural constituent of ribosome	NP_178787.1
ATMG01270	ATMG01270.1	GO:0006412	translation	NP_178787.1
ATMG01270	ATMG01270.1	GO:0005739	mitochondrion	NP_178787.1
ATMG01270	ATMG01270.1	GO:0005840	ribosome	NP_178787.1
ATMG01270	ATMG01270.1	GO:0003723	RNA binding	NP_178787.1
ATMG01270	ATMG01270.1	GO:0019843	rRNA binding	NP_178787.1
ATMG01270	ATMG01270.1	GO:0005763	mitochondrial small ribosomal subunit	NP_178787.1
ATMG01270	ATMG01270.1	GO:0015935	small ribosomal subunit	NP_178787.1
AT2G07706	AT2G07706.1	GO:0008150	biological_process	NP_178792.3
AT2G07725	AT2G07725.1	GO:0003735	structural constituent of ribosome	NP_178803.1
AT2G07725	AT2G07725.1	GO:0006412	translation	NP_178803.1
AT2G07725	AT2G07725.1	GO:0005739	mitochondrion	NP_178803.1
AT2G07725	AT2G07725.1	GO:0005840	ribosome	NP_178803.1
AT2G07725	AT2G07725.1	GO:0003723	RNA binding	NP_178803.1
AT2G07725	AT2G07725.1	GO:0022625	cytosolic large ribosomal subunit	NP_178803.1
AT2G07725	AT2G07725.1	GO:0000027	ribosomal large subunit assembly	NP_178803.1
ATMG00210	ATMG00210.1	GO:0003735	structural constituent of ribosome	NP_178803.1
ATMG00210	ATMG00210.1	GO:0006412	translation	NP_178803.1
ATMG00210	ATMG00210.1	GO:0005739	mitochondrion	NP_178803.1
ATMG00210	ATMG00210.1	GO:0005840	ribosome	NP_178803.1
ATMG00210	ATMG00210.1	GO:0003723	RNA binding	NP_178803.1
ATMG00210	ATMG00210.1	GO:0022625	cytosolic large ribosomal subunit	NP_178803.1
ATMG00210	ATMG00210.1	GO:0000027	ribosomal large subunit assembly	NP_178803.1
AT2G13620	AT2G13620.1	GO:0012505	endomembrane system	NP_178985.1
AT2G13620	AT2G13620.1	GO:0016020	membrane	NP_178985.1
AT2G13620	AT2G13620.1	GO:0016021	integral component of membrane	NP_178985.1
AT2G13620	AT2G13620.1	GO:0055085	transmembrane transport	NP_178985.1
AT2G13620	AT2G13620.1	GO:0006812	cation transport	NP_178985.1
AT2G13620	AT2G13620.1	GO:0015299	solute:proton antiporter activity	NP_178985.1
AT2G13620	AT2G13620.1	GO:1902600	proton transmembrane transport	NP_178985.1
AT2G13620	AT2G13620.1	GO:0006811	ion transport	NP_178985.1
AT2G13620	AT2G13620.1	GO:0006813	potassium ion transport	NP_178985.1
AT2G13620	AT2G13620.1	GO:0015297	antiporter activity	NP_178985.1
AT2G13620	AT2G13620.1	GO:0006885	regulation of pH	NP_178985.1
AT2G13620	AT2G13620.1	GO:0015672	monovalent inorganic cation transport	NP_178985.1
AT2G23220	AT2G23220.1	GO:0042343	indole glucosinolate metabolic process	NP_179903.1
AT2G23220	AT2G23220.1	GO:0046872	metal ion binding	NP_179903.1
AT2G23220	AT2G23220.1	GO:0016020	membrane	NP_179903.1
AT2G23220	AT2G23220.1	GO:0016021	integral component of membrane	NP_179903.1
AT2G23220	AT2G23220.1	GO:0004497	monooxygenase activity	NP_179903.1
AT2G23220	AT2G23220.1	GO:0016491	oxidoreductase activity	NP_179903.1
AT2G23220	AT2G23220.1	GO:0055114	oxidation-reduction process	NP_179903.1
AT2G23220	AT2G23220.1	GO:0005506	iron ion binding	NP_179903.1
AT2G23220	AT2G23220.1	GO:0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	NP_179903.1
AT2G23220	AT2G23220.1	GO:0020037	heme binding	NP_179903.1
AT2G23220	AT2G23220.1	GO:0016709	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen	NP_179903.1
AT2G24370	AT2G24370.1	GO:0016787	hydrolase activity	NP_180014.2
AT2G24370	AT2G24370.1	GO:0005524	ATP binding	NP_180014.2
AT2G24370	AT2G24370.1	GO:0016301	kinase activity	NP_180014.2
AT2G24370	AT2G24370.1	GO:0016310	phosphorylation	NP_180014.2
AT2G24370	AT2G24370.1	GO:0004672	protein kinase activity	NP_180014.2
AT2G24370	AT2G24370.1	GO:0006468	protein phosphorylation	NP_180014.2
AT2G25150	AT2G25150.1	GO:0016740	transferase activity	NP_180087.1
AT2G25150	AT2G25150.1	GO:0016746	transferase activity, transferring acyl groups	NP_180087.1
AT2G25150	AT2G25150.1	GO:0016747	transferase activity, transferring acyl groups other than amino-acyl groups	NP_180087.1
AT2G25150	AT2G25150.1	GO:0006596	polyamine biosynthetic process	NP_180087.1
AT2G25150	AT2G25150.1	GO:0016410	N-acyltransferase activity	NP_180087.1
AT2G25150	AT2G25150.1	GO:0008216	spermidine metabolic process	NP_180087.1
AT2G25150	AT2G25150.1	GO:0080073	spermidine:coumaroyl CoA N-acyltransferase activity	NP_180087.1
AT2G25530	AT2G25530.1	GO:0005524	ATP binding	NP_180123.1
AT2G25530	AT2G25530.1	GO:0005737	cytoplasm	NP_180123.1
AT2G25530	AT2G25530.1	GO:0005739	mitochondrion	NP_180123.1
AT2G25530	AT2G25530.1	GO:0016887	ATPase activity	NP_180123.1
AT2G29510	AT2G29510.1	GO:0009506	plasmodesma	NP_180512.1
AT2G29510	AT2G29510.1	GO:0008150	biological_process	NP_180512.1
AT2G29510	AT2G29510.1	GO:0003674	molecular_function	NP_180512.1
AT2G29830	AT2G29830.1	GO:0005515	protein binding	NP_180544.1
AT2G34960	AT2G34960.1	GO:0015189	L-lysine transmembrane transporter activity	NP_181041.1
AT2G34960	AT2G34960.1	GO:0005313	L-glutamate transmembrane transporter activity	NP_181041.1
AT2G34960	AT2G34960.1	GO:1903401	L-lysine transmembrane transport	NP_181041.1
AT2G34960	AT2G34960.1	GO:0005886	plasma membrane	NP_181041.1
AT2G34960	AT2G34960.1	GO:0016020	membrane	NP_181041.1
AT2G34960	AT2G34960.1	GO:0016021	integral component of membrane	NP_181041.1
AT2G34960	AT2G34960.1	GO:0022857	transmembrane transporter activity	NP_181041.1
AT2G34960	AT2G34960.1	GO:0055085	transmembrane transport	NP_181041.1
AT2G34960	AT2G34960.1	GO:0006865	amino acid transport	NP_181041.1
AT2G34960	AT2G34960.1	GO:0015813	L-glutamate transmembrane transport	NP_181041.1
AT2G34960	AT2G34960.1	GO:0051938	L-glutamate import	NP_181041.1
AT2G41980	AT2G41980.1	GO:2000785	regulation of autophagosome assembly	NP_181729.1
AT2G41980	AT2G41980.1	GO:0016740	transferase activity	NP_181729.1
AT2G41980	AT2G41980.1	GO:0046872	metal ion binding	NP_181729.1
AT2G41980	AT2G41980.1	GO:0005634	nucleus	NP_181729.1
AT2G41980	AT2G41980.1	GO:0007275	multicellular organism development	NP_181729.1
AT2G41980	AT2G41980.1	GO:0008270	zinc ion binding	NP_181729.1
AT2G41980	AT2G41980.1	GO:0006511	ubiquitin-dependent protein catabolic process	NP_181729.1
AT2G41980	AT2G41980.1	GO:0016567	protein ubiquitination	NP_181729.1
AT2G41980	AT2G41980.1	GO:0005737	cytoplasm	NP_181729.1
AT2G41980	AT2G41980.1	GO:0005515	protein binding	NP_181729.1
AT2G41980	AT2G41980.1	GO:0061630	ubiquitin protein ligase activity	NP_181729.1
AT2G46150	AT2G46150.1	GO:0008150	biological_process	NP_182138.1
AT2G46150	AT2G46150.1	GO:0016020	membrane	NP_182138.1
AT2G46150	AT2G46150.1	GO:0016021	integral component of membrane	NP_182138.1
AT2G46150	AT2G46150.1	GO:0005886	plasma membrane	NP_182138.1
AT2G46280	AT2G46280.1	GO:0001732	formation of cytoplasmic translation initiation complex	NP_182151.1
AT2G46280	AT2G46280.1	GO:0033290	eukaryotic 48S preinitiation complex	NP_182151.1
AT2G46280	AT2G46280.1	GO:0016282	eukaryotic 43S preinitiation complex	NP_182151.1
AT2G46280	AT2G46280.1	GO:0046686	response to cadmium ion	NP_182151.1
AT2G46280	AT2G46280.1	GO:0003743	translation initiation factor activity	NP_182151.1
AT2G46280	AT2G46280.1	GO:0006413	translational initiation	NP_182151.1
AT2G46280	AT2G46280.1	GO:0005737	cytoplasm	NP_182151.1
AT2G46280	AT2G46280.1	GO:0005829	cytosol	NP_182151.1
AT2G46280	AT2G46280.1	GO:0005515	protein binding	NP_182151.1
AT2G46280	AT2G46280.1	GO:0006412	translation	NP_182151.1
AT2G46280	AT2G46280.1	GO:0005852	eukaryotic translation initiation factor 3 complex	NP_182151.1
AT2G46280	AT2G46280.1	GO:0080008	Cul4-RING E3 ubiquitin ligase complex	NP_182151.1
AT2G46280	AT2G46280.1	GO:0002183	cytoplasmic translational initiation	NP_182151.1
AT2G46280	AT2G46280.1	GO:0009651	response to salt stress	NP_182151.1
AT2G46280	AT2G46280.2	GO:0001732	formation of cytoplasmic translation initiation complex	NP_182151.1
AT2G46280	AT2G46280.2	GO:0033290	eukaryotic 48S preinitiation complex	NP_182151.1
AT2G46280	AT2G46280.2	GO:0016282	eukaryotic 43S preinitiation complex	NP_182151.1
AT2G46280	AT2G46280.2	GO:0046686	response to cadmium ion	NP_182151.1
AT2G46280	AT2G46280.2	GO:0003743	translation initiation factor activity	NP_182151.1
AT2G46280	AT2G46280.2	GO:0006413	translational initiation	NP_182151.1
AT2G46280	AT2G46280.2	GO:0005737	cytoplasm	NP_182151.1
AT2G46280	AT2G46280.2	GO:0005829	cytosol	NP_182151.1
AT2G46280	AT2G46280.2	GO:0005515	protein binding	NP_182151.1
AT2G46280	AT2G46280.2	GO:0006412	translation	NP_182151.1
AT2G46280	AT2G46280.2	GO:0005852	eukaryotic translation initiation factor 3 complex	NP_182151.1
AT2G46280	AT2G46280.2	GO:0080008	Cul4-RING E3 ubiquitin ligase complex	NP_182151.1
AT2G46280	AT2G46280.2	GO:0002183	cytoplasmic translational initiation	NP_182151.1
AT2G46280	AT2G46280.2	GO:0009651	response to salt stress	NP_182151.1
AT3G03730	AT3G03730.1	GO:0005730	nucleolus	NP_187023.1
AT3G03730	AT3G03730.1	GO:0016020	membrane	NP_187023.1
AT3G03730	AT3G03730.1	GO:0016021	integral component of membrane	NP_187023.1
AT3G03730	AT3G03730.1	GO:0005634	nucleus	NP_187023.1
AT3G03730	AT3G03730.1	GO:0022857	transmembrane transporter activity	NP_187023.1
AT3G03730	AT3G03730.1	GO:0055085	transmembrane transport	NP_187023.1
AT3G03730	AT3G03730.1	GO:0005737	cytoplasm	NP_187023.1
AT3G03730	AT3G03730.1	GO:0006511	ubiquitin-dependent protein catabolic process	NP_187023.1
AT3G03730	AT3G03730.1	GO:0009742	brassinosteroid mediated signaling pathway	NP_187023.1
AT3G03730	AT3G03730.1	GO:1900459	positive regulation of brassinosteroid mediated signaling pathway	NP_187023.1
AT3G03730	AT3G03730.1	GO:0005515	protein binding	NP_187023.1
AT3G11420	AT3G11420.1	GO:0016757	transferase activity, transferring glycosyl groups	NP_187749.1
AT3G11420	AT3G11420.1	GO:0016740	transferase activity	NP_187749.1
AT3G11420	AT3G11420.1	GO:0016020	membrane	NP_187749.1
AT3G11420	AT3G11420.1	GO:0016021	integral component of membrane	NP_187749.1
AT3G11420	AT3G11420.1	GO:0008375	acetylglucosaminyltransferase activity	NP_187749.1
AT3G16430	AT3G16430.2	GO:0030246	carbohydrate binding	NP_188264.1
AT3G16430	AT3G16430.2	GO:0005829	cytosol	NP_188264.1
AT3G16430	AT3G16430.2	GO:0005507	copper ion binding	NP_188264.1
AT3G16430	AT3G16430.1	GO:0030246	carbohydrate binding	NP_188264.1
AT3G16430	AT3G16430.1	GO:0005829	cytosol	NP_188264.1
AT3G16430	AT3G16430.1	GO:0005507	copper ion binding	NP_188264.1
AT3G16910	AT3G16910.1	GO:0003824	catalytic activity	NP_188316.1
AT3G16910	AT3G16910.1	GO:0016874	ligase activity	NP_188316.1
AT3G16910	AT3G16910.1	GO:0005829	cytosol	NP_188316.1
AT3G16910	AT3G16910.1	GO:0005777	peroxisome	NP_188316.1
AT3G16910	AT3G16910.1	GO:0006629	lipid metabolic process	NP_188316.1
AT3G16910	AT3G16910.1	GO:0006631	fatty acid metabolic process	NP_188316.1
AT3G16910	AT3G16910.1	GO:0003987	acetate-CoA ligase activity	NP_188316.1
AT3G16910	AT3G16910.1	GO:0006083	acetate metabolic process	NP_188316.1
AT3G16910	AT3G16910.1	GO:0047760	butyrate-CoA ligase activity	NP_188316.1
AT3G16910	AT3G16910.1	GO:0006097	glyoxylate cycle	NP_188316.1
AT3G16910	AT3G16910.1	GO:0019605	butyrate metabolic process	NP_188316.1
AT3G18230	AT3G18230.1	GO:0005634	nucleus	NP_188451.1
AT3G18230	AT3G18230.1	GO:0005829	cytosol	NP_188451.1
AT3G18230	AT3G18230.1	GO:0005515	protein binding	NP_188451.1
AT3G21140	AT3G21140.1	GO:0048037	cofactor binding	NP_188751.1
AT3G27360	AT3G27360.1	GO:0031492	nucleosomal DNA binding	NP_189372.1
AT3G27360	AT3G27360.1	GO:0003677	DNA binding	NP_189372.1
AT3G27360	AT3G27360.1	GO:0005634	nucleus	NP_189372.1
AT3G27360	AT3G27360.1	GO:0046982	protein heterodimerization activity	NP_189372.1
AT3G27360	AT3G27360.1	GO:0005829	cytosol	NP_189372.1
AT3G27360	AT3G27360.1	GO:0009536	plastid	NP_189372.1
AT3G27360	AT3G27360.1	GO:0005886	plasma membrane	NP_189372.1
AT3G27360	AT3G27360.1	GO:0000786	nucleosome	NP_189372.1
AT3G27360	AT3G27360.1	GO:0005694	chromosome	NP_189372.1
AT3G27360	AT3G27360.1	GO:0005515	protein binding	NP_189372.1
AT3G27360	AT3G27360.1	GO:0010369	chromocenter	NP_189372.1
AT3G27360	AT3G27360.1	GO:0005576	extracellular region	NP_189372.1
AT3G27360	AT3G27360.1	GO:0006334	nucleosome assembly	NP_189372.1
AT5G10400	AT5G10400.1	GO:0031492	nucleosomal DNA binding	NP_189372.1
AT5G10400	AT5G10400.1	GO:0003677	DNA binding	NP_189372.1
AT5G10400	AT5G10400.1	GO:0005634	nucleus	NP_189372.1
AT5G10400	AT5G10400.1	GO:0046982	protein heterodimerization activity	NP_189372.1
AT5G10400	AT5G10400.1	GO:0005829	cytosol	NP_189372.1
AT5G10400	AT5G10400.1	GO:0009536	plastid	NP_189372.1
AT5G10400	AT5G10400.1	GO:0005886	plasma membrane	NP_189372.1
AT5G10400	AT5G10400.1	GO:0000786	nucleosome	NP_189372.1
AT5G10400	AT5G10400.1	GO:0005694	chromosome	NP_189372.1
AT5G10400	AT5G10400.1	GO:0005515	protein binding	NP_189372.1
AT5G10400	AT5G10400.1	GO:0010369	chromocenter	NP_189372.1
AT5G10400	AT5G10400.1	GO:0005576	extracellular region	NP_189372.1
AT5G10400	AT5G10400.1	GO:0006334	nucleosome assembly	NP_189372.1
AT5G10390	AT5G10390.1	GO:0031492	nucleosomal DNA binding	NP_189372.1
AT5G10390	AT5G10390.1	GO:0003677	DNA binding	NP_189372.1
AT5G10390	AT5G10390.1	GO:0005634	nucleus	NP_189372.1
AT5G10390	AT5G10390.1	GO:0046982	protein heterodimerization activity	NP_189372.1
AT5G10390	AT5G10390.1	GO:0005829	cytosol	NP_189372.1
AT5G10390	AT5G10390.1	GO:0009536	plastid	NP_189372.1
AT5G10390	AT5G10390.1	GO:0005886	plasma membrane	NP_189372.1
AT5G10390	AT5G10390.1	GO:0000786	nucleosome	NP_189372.1
AT5G10390	AT5G10390.1	GO:0005694	chromosome	NP_189372.1
AT5G10390	AT5G10390.1	GO:0005515	protein binding	NP_189372.1
AT5G10390	AT5G10390.1	GO:0010369	chromocenter	NP_189372.1
AT5G10390	AT5G10390.1	GO:0005576	extracellular region	NP_189372.1
AT5G10390	AT5G10390.1	GO:0006334	nucleosome assembly	NP_189372.1
AT5G65360	AT5G65360.1	GO:0031492	nucleosomal DNA binding	NP_189372.1
AT5G65360	AT5G65360.1	GO:0003677	DNA binding	NP_189372.1
AT5G65360	AT5G65360.1	GO:0005634	nucleus	NP_189372.1
AT5G65360	AT5G65360.1	GO:0046982	protein heterodimerization activity	NP_189372.1
AT5G65360	AT5G65360.1	GO:0005829	cytosol	NP_189372.1
AT5G65360	AT5G65360.1	GO:0009536	plastid	NP_189372.1
AT5G65360	AT5G65360.1	GO:0005886	plasma membrane	NP_189372.1
AT5G65360	AT5G65360.1	GO:0000786	nucleosome	NP_189372.1
AT5G65360	AT5G65360.1	GO:0005694	chromosome	NP_189372.1
AT5G65360	AT5G65360.1	GO:0005515	protein binding	NP_189372.1
AT5G65360	AT5G65360.1	GO:0010369	chromocenter	NP_189372.1
AT5G65360	AT5G65360.1	GO:0005576	extracellular region	NP_189372.1
AT5G65360	AT5G65360.1	GO:0006334	nucleosome assembly	NP_189372.1
AT1G09200	AT1G09200.1	GO:0031492	nucleosomal DNA binding	NP_189372.1
AT1G09200	AT1G09200.1	GO:0003677	DNA binding	NP_189372.1
AT1G09200	AT1G09200.1	GO:0005634	nucleus	NP_189372.1
AT1G09200	AT1G09200.1	GO:0046982	protein heterodimerization activity	NP_189372.1
AT1G09200	AT1G09200.1	GO:0005829	cytosol	NP_189372.1
AT1G09200	AT1G09200.1	GO:0009536	plastid	NP_189372.1
AT1G09200	AT1G09200.1	GO:0005886	plasma membrane	NP_189372.1
AT1G09200	AT1G09200.1	GO:0000786	nucleosome	NP_189372.1
AT1G09200	AT1G09200.1	GO:0005694	chromosome	NP_189372.1
AT1G09200	AT1G09200.1	GO:0005515	protein binding	NP_189372.1
AT1G09200	AT1G09200.1	GO:0010369	chromocenter	NP_189372.1
AT1G09200	AT1G09200.1	GO:0005576	extracellular region	NP_189372.1
AT1G09200	AT1G09200.1	GO:0006334	nucleosome assembly	NP_189372.1
AT3G44780	AT3G44780.1	GO:0008150	biological_process	NP_190064.1
AT3G44780	AT3G44780.1	GO:0009507	chloroplast	NP_190064.1
AT3G52440	AT3G52440.1	GO:0006355	regulation of transcription, DNA-templated	NP_190812.1
AT3G52440	AT3G52440.1	GO:0003677	DNA binding	NP_190812.1
AT3G52440	AT3G52440.1	GO:0046872	metal ion binding	NP_190812.1
AT3G52440	AT3G52440.1	GO:0005634	nucleus	NP_190812.1
AT3G52440	AT3G52440.1	GO:0003700	DNA-binding transcription factor activity	NP_190812.1
AT3G55140	AT3G55140.1	GO:0045490	pectin catabolic process	NP_191074.2
AT3G55140	AT3G55140.1	GO:0046872	metal ion binding	NP_191074.2
AT3G55140	AT3G55140.1	GO:0016829	lyase activity	NP_191074.2
AT3G55140	AT3G55140.1	GO:0030570	pectate lyase activity	NP_191074.2
AT3G62660	AT3G62660.1	GO:0045489	pectin biosynthetic process	NP_191825.2
AT3G62660	AT3G62660.1	GO:0071555	cell wall organization	NP_191825.2
AT3G62660	AT3G62660.1	GO:0016757	transferase activity, transferring glycosyl groups	NP_191825.2
AT3G62660	AT3G62660.1	GO:0016740	transferase activity	NP_191825.2
AT3G62660	AT3G62660.1	GO:0016020	membrane	NP_191825.2
AT3G62660	AT3G62660.1	GO:0016021	integral component of membrane	NP_191825.2
AT3G62660	AT3G62660.1	GO:0005794	Golgi apparatus	NP_191825.2
AT3G62660	AT3G62660.1	GO:0000139	Golgi membrane	NP_191825.2
AT3G62660	AT3G62660.1	GO:0047262	polygalacturonate 4-alpha-galacturonosyltransferase activity	NP_191825.2
AT4G02790	AT4G02790.1	GO:0009507	chloroplast	NP_192188.2
AT4G02790	AT4G02790.1	GO:0009536	plastid	NP_192188.2
AT4G02790	AT4G02790.1	GO:0000166	nucleotide binding	NP_192188.2
AT4G02790	AT4G02790.1	GO:0005525	GTP binding	NP_192188.2
AT4G02790	AT4G02790.1	GO:0003924	GTPase activity	NP_192188.2
AT4G02790	AT4G02790.1	GO:0005739	mitochondrion	NP_192188.2
AT4G05340	AT4G05340.1	GO:0008150	biological_process	NP_192443.1
AT4G05340	AT4G05340.1	GO:0000166	nucleotide binding	NP_192443.1
AT4G05340	AT4G05340.1	GO:0005524	ATP binding	NP_192443.1
AT4G05340	AT4G05340.1	GO:0016787	hydrolase activity	NP_192443.1
AT4G11020	AT4G11020.1			NP_192840.1
AT4G11470	AT4G11470.1	GO:0016740	transferase activity	NP_192886.1
AT4G11470	AT4G11470.1	GO:0016020	membrane	NP_192886.1
AT4G11470	AT4G11470.1	GO:0016021	integral component of membrane	NP_192886.1
AT4G11470	AT4G11470.1	GO:0000166	nucleotide binding	NP_192886.1
AT4G11470	AT4G11470.1	GO:0005524	ATP binding	NP_192886.1
AT4G11470	AT4G11470.1	GO:0016301	kinase activity	NP_192886.1
AT4G11470	AT4G11470.1	GO:0016310	phosphorylation	NP_192886.1
AT4G11470	AT4G11470.1	GO:0004672	protein kinase activity	NP_192886.1
AT4G11470	AT4G11470.1	GO:0006468	protein phosphorylation	NP_192886.1
AT4G11470	AT4G11470.1	GO:0004674	protein serine/threonine kinase activity	NP_192886.1
AT4G11470	AT4G11470.1	GO:0005886	plasma membrane	NP_192886.1
AT4G11470	AT4G11470.1	GO:0042742	defense response to bacterium	NP_192886.1
AT4G13750	AT4G13750.1	GO:0010305	leaf vascular tissue pattern formation	NP_193111.2
AT4G13750	AT4G13750.1	GO:0019827	stem cell population maintenance	NP_193111.2
AT4G13750	AT4G13750.1	GO:0001708	cell fate specification	NP_193111.2
AT4G13750	AT4G13750.1	GO:0009926	auxin polar transport	NP_193111.2
AT4G13750	AT4G13750.1	GO:0005634	nucleus	NP_193111.2
AT4G13750	AT4G13750.1	GO:0048364	root development	NP_193111.2
AT4G13750	AT4G13750.1	GO:0009793	embryo development ending in seed dormancy	NP_193111.2
AT4G13750	AT4G13750.1	GO:0016301	kinase activity	NP_193111.2
AT4G20520	AT4G20520.1	GO:0006278	RNA-dependent DNA biosynthetic process	NP_193785.1
AT4G20520	AT4G20520.1	GO:0003676	nucleic acid binding	NP_193785.1
AT4G20520	AT4G20520.1	GO:0004523	RNA-DNA hybrid ribonuclease activity	NP_193785.1
AT4G20520	AT4G20520.1	GO:0090502	RNA phosphodiester bond hydrolysis, endonucleolytic	NP_193785.1
AT4G20520	AT4G20520.1	GO:0003964	RNA-directed DNA polymerase activity	NP_193785.1
AT4G21430	AT4G21430.1	GO:0000976	transcription regulatory region sequence-specific DNA binding	NP_193874.2
AT4G21430	AT4G21430.1	GO:0031490	chromatin DNA binding	NP_193874.2
AT4G21430	AT4G21430.1	GO:0032454	histone demethylase activity (H3-K9 specific)	NP_193874.2
AT4G21430	AT4G21430.1	GO:0033169	histone H3-K9 demethylation	NP_193874.2
AT4G21430	AT4G21430.1	GO:0005634	nucleus	NP_193874.2
AT4G21430	AT4G21430.1	GO:0006355	regulation of transcription, DNA-templated	NP_193874.2
AT4G21430	AT4G21430.1	GO:0000785	chromatin	NP_193874.2
AT4G22010	AT4G22010.1	GO:0016722	oxidoreductase activity, oxidizing metal ions	NP_193932.1
AT4G22010	AT4G22010.1	GO:0009505	plant-type cell wall	NP_193932.1
AT4G22010	AT4G22010.1	GO:0009506	plasmodesma	NP_193932.1
AT4G22010	AT4G22010.1	GO:0055114	oxidation-reduction process	NP_193932.1
AT4G22010	AT4G22010.1	GO:0016491	oxidoreductase activity	NP_193932.1
AT4G22010	AT4G22010.1	GO:0005507	copper ion binding	NP_193932.1
AT4G22010	AT4G22010.1	GO:0005886	plasma membrane	NP_193932.1
AT4G22010	AT4G22010.1	GO:0055072	iron ion homeostasis	NP_193932.1
AT4G22010	AT4G22010.1	GO:0004322	ferroxidase activity	NP_193932.1
AT4G22010	AT4G22010.1	GO:0016020	membrane	NP_193932.1
AT4G22010	AT4G22010.1	GO:0006826	iron ion transport	NP_193932.1
AT4G23980	AT4G23980.1	GO:0009734	auxin-activated signaling pathway	NP_194129.1
AT4G23980	AT4G23980.1	GO:0006355	regulation of transcription, DNA-templated	NP_194129.1
AT4G23980	AT4G23980.1	GO:0003677	DNA binding	NP_194129.1
AT4G23980	AT4G23980.1	GO:0005634	nucleus	NP_194129.1
AT4G23980	AT4G23980.1	GO:0009725	response to hormone	NP_194129.1
AT4G23980	AT4G23980.1	GO:0003700	DNA-binding transcription factor activity	NP_194129.1
AT4G23980	AT4G23980.1	GO:0005515	protein binding	NP_194129.1
AT4G23980	AT4G23980.1	GO:0044212	transcription regulatory region DNA binding	NP_194129.1
AT4G23980	AT4G23980.1	GO:0043565	sequence-specific DNA binding	NP_194129.1
AT4G23980	AT4G23980.1	GO:0006351	transcription, DNA-templated	NP_194129.1
AT4G25710	AT4G25710.1	GO:0005515	protein binding	NP_194301.1
AT4G27060	AT4G27060.1	GO:0010031	circumnutation	NP_194436.2
AT4G27060	AT4G27060.1	GO:0009826	unidimensional cell growth	NP_194436.2
AT4G27060	AT4G27060.1	GO:0008017	microtubule binding	NP_194436.2
AT4G27060	AT4G27060.1	GO:0005737	cytoplasm	NP_194436.2
AT4G27060	AT4G27060.1	GO:0005874	microtubule	NP_194436.2
AT4G27060	AT4G27060.1	GO:0005856	cytoskeleton	NP_194436.2
AT4G27060	AT4G27060.1	GO:0005515	protein binding	NP_194436.2
AT4G27060	AT4G27060.1	GO:0007275	multicellular organism development	NP_194436.2
AT4G27060	AT4G27060.1	GO:0010005	cortical microtubule, transverse to long axis	NP_194436.2
AT4G29090	AT4G29090.1	GO:0006278	RNA-dependent DNA biosynthetic process	NP_194638.1
AT4G29090	AT4G29090.1	GO:0003676	nucleic acid binding	NP_194638.1
AT4G29090	AT4G29090.1	GO:0004523	RNA-DNA hybrid ribonuclease activity	NP_194638.1
AT4G29090	AT4G29090.1	GO:0090502	RNA phosphodiester bond hydrolysis, endonucleolytic	NP_194638.1
AT4G29090	AT4G29090.1	GO:0003964	RNA-directed DNA polymerase activity	NP_194638.1
AT4G30880	AT4G30880.1			NP_194817.2
AT4G36530	AT4G36530.2	GO:0015994	chlorophyll metabolic process	NP_195371.1
AT4G36530	AT4G36530.2	GO:0009941	chloroplast envelope	NP_195371.1
AT4G36530	AT4G36530.2	GO:0003824	catalytic activity	NP_195371.1
AT4G36530	AT4G36530.2	GO:0016787	hydrolase activity	NP_195371.1
AT4G36530	AT4G36530.2	GO:0009507	chloroplast	NP_195371.1
AT4G36530	AT4G36530.2	GO:0047746	chlorophyllase activity	NP_195371.1
AT4G38350	AT4G38350.1	GO:0016020	membrane	NP_195548.6
AT4G38350	AT4G38350.1	GO:0016021	integral component of membrane	NP_195548.6
AT4G38350	AT4G38350.1	GO:0005319	lipid transporter activity	NP_195548.6
AT4G38350	AT4G38350.1	GO:0006869	lipid transport	NP_195548.6
AT4G38440	AT4G38440.1	GO:0005634	nucleus	NP_195557.2
AT4G38440	AT4G38440.1	GO:0005737	cytoplasm	NP_195557.2
